confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,suspectedCount,suspectedCountIncr,provinceName
355,0,342,1,12,-1,20200421,1,3,0,福建省
355,0,342,0,12,0,20200422,1,3,0,福建省
355,0,346,4,8,-4,20200423,1,3,0,福建省
355,0,349,3,5,-3,20200424,1,3,0,福建省
355,0,349,0,5,0,20200425,1,3,0,福建省
355,0,349,0,5,0,20200426,1,3,0,福建省
355,0,349,0,5,0,20200427,1,3,0,福建省
355,0,352,3,2,-3,20200428,1,3,0,福建省
355,0,353,1,1,-1,20200429,1,3,0,福建省
356,1,353,0,2,1,20200430,1,3,0,福建省
356,0,353,0,2,0,20200501,1,3,0,福建省
356,0,353,0,2,0,20200502,1,3,0,福建省
356,0,353,0,2,0,20200503,1,3,0,福建省
356,0,353,0,2,0,20200504,1,3,0,福建省
356,0,353,0,2,0,20200505,1,3,0,福建省
356,0,354,1,1,-1,20200506,1,3,0,福建省
356,0,354,0,1,0,20200507,1,3,0,福建省
356,0,354,0,1,0,20200508,1,3,0,福建省
356,0,354,0,1,0,20200509,1,3,0,福建省
356,0,354,0,1,0,20200510,1,3,0,福建省
356,0,354,0,1,0,20200511,1,3,0,福建省
356,0,354,0,1,0,20200512,1,3,0,福建省
356,0,354,0,1,0,20200513,1,3,0,福建省
356,0,355,1,0,-1,20200514,1,3,0,福建省
356,0,355,0,0,0,20200515,1,3,0,福建省
356,0,355,0,0,0,20200516,1,3,0,福建省
356,0,355,0,0,0,20200517,1,3,0,福建省
356,0,355,0,0,0,20200518,1,3,0,福建省
356,0,355,0,0,0,20200519,1,3,0,福建省
356,0,355,0,0,0,20200520,1,3,0,福建省
356,0,355,0,0,0,20200521,1,3,0,福建省
356,0,355,0,0,0,20200522,1,3,0,福建省
356,0,355,0,0,0,20200523,1,3,0,福建省
356,0,355,0,0,0,20200524,1,3,0,福建省
357,1,355,0,1,1,20200525,1,3,0,福建省
357,0,355,0,1,0,20200526,1,3,0,福建省
358,1,355,0,2,1,20200527,1,3,0,福建省
358,0,355,0,2,0,20200528,1,3,0,福建省
358,0,355,0,2,0,20200529,1,3,0,福建省
358,0,355,0,2,0,20200530,1,3,0,福建省
358,0,355,0,2,0,20200531,1,3,0,福建省
358,0,356,1,1,-1,20200601,1,3,0,福建省
358,0,356,0,1,0,20200602,1,3,0,福建省
358,0,356,0,1,0,20200603,1,3,0,福建省
358,0,356,0,1,0,20200604,1,3,0,福建省
358,0,356,0,1,0,20200605,1,3,0,福建省
359,1,356,0,2,1,20200606,1,3,0,福建省
359,0,356,0,2,0,20200607,1,3,0,福建省
359,0,356,0,2,0,20200608,1,3,0,福建省
359,0,356,0,2,0,20200609,1,3,0,福建省
360,1,356,0,3,1,20200610,1,3,0,福建省
361,1,356,0,4,1,20200611,1,3,0,福建省
361,0,356,0,4,0,20200612,1,3,0,福建省
361,0,356,0,4,0,20200613,1,3,0,福建省
362,1,356,0,5,1,20200614,1,3,0,福建省
362,0,356,0,5,0,20200615,1,3,0,福建省
362,0,356,0,5,0,20200616,1,3,0,福建省
362,0,356,0,5,0,20200617,1,3,0,福建省
362,0,357,1,4,-1,20200618,1,3,0,福建省
362,0,357,0,4,0,20200619,1,3,0,福建省
363,1,357,0,5,1,20200620,1,3,0,福建省
363,0,357,0,5,0,20200621,1,3,0,福建省
363,0,357,0,5,0,20200622,1,3,0,福建省
363,0,357,0,5,0,20200623,1,3,0,福建省
363,0,357,0,5,0,20200624,1,3,0,福建省
363,0,357,0,5,0,20200625,1,3,0,福建省
363,0,357,0,5,0,20200626,1,3,0,福建省
363,0,357,0,5,0,20200627,1,3,0,福建省
363,0,357,0,5,0,20200628,1,3,0,福建省
363,0,357,0,5,0,20200629,1,3,0,福建省
363,0,359,2,3,-2,20200630,1,3,0,福建省
363,0,359,0,3,0,20200701,1,3,0,福建省
363,0,359,0,3,0,20200702,1,3,0,福建省
363,0,360,1,2,-1,20200703,1,3,0,福建省
363,0,360,0,2,0,20200704,1,3,0,福建省
363,0,360,0,2,0,20200705,1,3,0,福建省
363,0,360,0,2,0,20200706,1,3,0,福建省
363,0,360,0,2,0,20200707,1,3,0,福建省
363,0,360,0,2,0,20200708,1,3,0,福建省
363,0,361,1,1,-1,20200709,1,3,0,福建省
363,0,361,0,1,0,20200710,1,3,0,福建省
363,0,361,0,1,0,20200711,1,3,0,福建省
363,0,361,0,1,0,20200712,1,3,0,福建省
363,0,361,0,1,0,20200713,1,3,0,福建省
363,0,361,0,1,0,20200714,1,3,0,福建省
363,0,361,0,1,0,20200715,1,3,0,福建省
363,0,361,0,1,0,20200716,1,3,0,福建省
364,1,361,0,2,1,20200717,1,3,0,福建省
364,0,361,0,2,0,20200718,1,3,0,福建省
364,0,361,0,2,0,20200719,1,3,0,福建省
364,0,361,0,2,0,20200720,1,3,0,福建省
364,0,361,0,2,0,20200722,1,3,0,福建省
364,0,361,0,2,0,20200724,1,3,0,福建省
365,1,361,0,3,1,20200725,1,3,0,福建省
366,1,361,0,4,1,20200726,1,3,0,福建省
366,0,361,0,4,0,20200727,1,3,0,福建省
366,0,361,0,4,0,20200728,1,3,0,福建省
366,0,362,1,3,-1,20200729,1,3,0,福建省
366,0,363,1,2,-1,20200730,1,3,0,福建省
366,0,363,0,2,0,20200731,1,3,0,福建省
367,1,363,0,3,1,20200801,1,3,0,福建省
367,0,363,0,3,0,20200802,1,3,0,福建省
367,0,363,0,3,0,20200803,1,3,0,福建省
367,0,363,0,3,0,20200804,1,3,0,福建省
367,0,363,0,3,0,20200806,1,3,0,福建省
367,0,363,0,3,0,20200807,1,3,0,福建省
367,0,363,0,3,0,20200808,1,3,0,福建省
367,0,363,0,3,0,20200809,1,3,0,福建省
367,0,363,0,3,0,20200810,1,3,0,福建省
368,1,364,1,3,0,20200812,1,3,0,福建省
368,0,364,0,3,0,20200813,1,3,0,福建省
368,0,365,1,2,-1,20200814,1,3,0,福建省
369,1,365,0,3,1,20200815,1,3,0,福建省
370,1,365,0,4,1,20200816,1,3,0,福建省
370,0,365,0,4,0,20200817,1,3,0,福建省
370,0,365,0,4,0,20200818,1,3,0,福建省
370,0,365,0,4,0,20200820,1,3,0,福建省
371,1,365,0,5,1,20200821,1,3,0,福建省
372,1,365,0,6,1,20200822,1,3,0,福建省
375,3,365,0,9,3,20200823,1,3,0,福建省
375,0,365,0,9,0,20200824,1,3,0,福建省
375,0,365,0,9,0,20200825,1,3,0,福建省
375,0,366,1,8,-1,20200826,1,3,0,福建省
376,1,366,0,9,1,20200827,1,3,0,福建省
378,2,366,0,11,2,20200828,1,3,0,福建省
380,2,366,0,13,2,20200829,1,3,0,福建省
382,2,366,0,15,2,20200830,1,3,0,福建省
383,1,368,2,14,-1,20200831,1,3,0,福建省
383,0,369,1,13,-1,20200901,1,3,0,福建省
383,0,369,0,13,0,20200902,1,3,0,福建省
384,1,370,1,13,0,20200903,1,3,0,福建省
385,1,370,0,14,1,20200904,1,3,0,福建省
386,1,372,2,13,-1,20200905,1,3,0,福建省
386,0,372,0,13,0,20200906,1,3,0,福建省
387,1,372,0,14,1,20200907,1,3,0,福建省
387,0,373,1,13,-1,20200909,1,3,0,福建省
387,0,374,1,12,-1,20200910,1,3,0,福建省
388,1,375,1,12,0,20200911,1,3,0,福建省
390,2,376,1,13,1,20200913,1,3,0,福建省
390,0,377,1,12,-1,20200914,1,3,0,福建省
392,2,377,0,14,2,20200915,1,3,0,福建省
395,3,381,4,13,-1,20200919,1,3,0,福建省
396,1,380,-1,15,2,20200920,1,3,0,福建省
396,0,380,0,15,0,20200921,1,3,0,福建省
396,0,381,1,14,-1,20200922,1,3,0,福建省
396,0,381,0,14,0,20200923,1,3,0,福建省
396,0,384,3,11,-3,20200924,1,3,0,福建省
397,1,385,1,11,0,20200925,1,3,0,福建省
401,4,385,0,15,4,20200926,1,3,0,福建省
403,2,387,2,15,0,20200927,1,3,0,福建省
404,1,387,0,16,1,20200928,1,3,0,福建省
409,5,388,1,20,4,20200929,1,3,0,福建省
411,2,390,2,20,0,20201001,1,3,0,福建省
411,0,391,1,19,-1,20201002,1,3,0,福建省
411,0,393,2,17,-2,20201003,1,3,0,福建省
413,2,394,1,18,1,20201004,1,3,0,福建省
413,0,394,0,18,0,20201005,1,3,0,福建省
413,0,397,3,15,-3,20201006,1,3,0,福建省
414,1,399,2,14,-1,20201007,1,3,0,福建省
414,0,399,0,14,0,20201008,1,3,0,福建省
414,0,400,1,13,-1,20201009,1,3,0,福建省
415,1,400,0,14,1,20201010,1,3,0,福建省
416,1,400,0,15,1,20201011,1,3,0,福建省
416,0,406,6,9,-6,20201012,1,3,0,福建省
416,0,406,0,9,0,20201013,1,3,0,福建省
416,0,406,0,9,0,20201014,1,3,0,福建省
417,1,406,0,10,1,20201015,1,3,0,福建省
417,0,406,0,10,0,20201016,1,3,0,福建省
417,0,407,1,9,-1,20201017,1,3,0,福建省
417,0,409,2,7,-2,20201018,1,3,0,福建省
418,1,409,0,8,1,20201019,1,3,0,福建省
419,1,409,0,9,1,20201020,1,3,0,福建省
420,1,409,0,10,1,20201021,1,3,0,福建省
427,7,409,0,17,7,20201022,1,3,0,福建省
429,2,409,0,19,2,20201023,1,3,0,福建省
429,0,410,1,18,-1,20201024,1,3,0,福建省
430,1,410,0,19,1,20201025,1,3,0,福建省
431,1,410,0,20,1,20201026,1,3,0,福建省
431,0,410,0,20,0,20201027,1,3,0,福建省
432,1,410,0,21,1,20201028,1,3,0,福建省
436,4,410,0,25,4,20201030,1,3,0,福建省
437,1,411,1,25,0,20201031,1,3,0,福建省
437,0,411,0,25,0,20201101,1,3,0,福建省
441,4,412,1,28,3,20201102,1,3,0,福建省
443,2,413,1,29,1,20201103,1,3,0,福建省
444,1,414,1,29,0,20201104,1,3,0,福建省
446,2,415,1,30,1,20201105,1,3,0,福建省
455,9,417,2,37,7,20201106,1,3,0,福建省
456,1,419,2,36,-1,20201108,1,3,0,福建省
459,3,419,0,39,3,20201109,1,3,0,福建省
459,0,420,1,38,-1,20201110,1,3,0,福建省
460,1,420,0,39,1,20201111,1,3,0,福建省
460,0,420,0,39,0,20201112,1,3,0,福建省
461,1,426,6,34,-5,20201114,1,3,0,福建省
461,0,426,0,34,0,20201115,1,3,0,福建省
461,0,431,5,29,-5,20201117,1,3,0,福建省
463,2,431,0,31,2,20201118,1,3,0,福建省
469,6,433,2,35,4,20201119,1,3,0,福建省
469,0,434,1,34,-1,20201120,1,3,0,福建省
473,4,434,0,38,4,20201121,1,3,0,福建省
474,1,434,0,39,1,20201122,1,3,0,福建省
478,4,434,0,43,4,20201123,1,3,0,福建省
479,1,437,3,41,-2,20201124,1,3,0,福建省
3,3,0,0,3,3,20200123,0,0,0,陕西省
5,2,0,0,5,2,20200124,0,0,0,陕西省
22,17,0,0,22,17,20200125,0,0,0,陕西省
35,13,0,0,35,13,20200126,0,0,0,陕西省
46,11,0,0,46,11,20200127,0,0,0,陕西省
56,10,0,0,56,10,20200128,0,0,0,陕西省
63,7,0,0,63,7,20200129,0,0,0,陕西省
87,24,0,0,87,24,20200130,0,0,0,陕西省
101,14,0,0,101,14,20200131,0,0,0,陕西省
116,15,0,0,116,15,20200201,0,0,0,陕西省
128,12,0,0,128,12,20200202,0,0,0,陕西省
142,14,0,0,142,14,20200203,0,0,0,陕西省
165,23,1,1,164,22,20200204,0,0,0,陕西省
173,8,2,1,171,7,20200205,0,0,0,陕西省
184,11,6,4,178,7,20200206,0,0,0,陕西省
195,11,11,5,184,6,20200207,0,0,0,陕西省
208,13,17,6,191,7,20200208,0,0,0,陕西省
213,5,20,3,193,2,20200209,0,0,0,陕西省
219,6,26,6,193,0,20200210,0,0,0,陕西省
225,6,31,5,194,1,20200211,0,0,0,陕西省
225,0,36,5,189,-5,20200212,0,0,0,陕西省
229,4,42,6,187,-2,20200213,0,0,0,陕西省
230,1,49,7,181,-6,20200214,0,0,0,陕西省
232,2,53,4,179,-2,20200215,0,0,0,陕西省
236,4,64,11,172,-7,20200216,0,0,0,陕西省
240,4,74,10,166,-6,20200217,0,0,0,陕西省
240,0,79,5,161,-5,20200218,0,0,0,陕西省
242,2,89,10,153,-8,20200219,0,0,0,陕西省
245,3,105,16,139,-14,20200220,1,0,0,陕西省
245,0,140,35,104,-35,20200221,1,0,0,陕西省
245,0,153,13,91,-13,20200222,1,0,0,陕西省
245,0,162,9,82,-9,20200223,1,0,0,陕西省
245,0,175,13,69,-13,20200224,1,0,0,陕西省
245,0,186,11,58,-11,20200225,1,0,0,陕西省
245,0,194,8,50,-8,20200226,1,0,0,陕西省
245,0,197,3,47,-3,20200227,1,0,0,陕西省
245,0,200,3,44,-3,20200228,1,0,0,陕西省
245,0,207,7,37,-7,20200229,1,0,0,陕西省
245,0,209,2,35,-2,20200301,1,0,0,陕西省
245,0,216,7,28,-7,20200302,1,0,0,陕西省
245,0,218,2,26,-2,20200303,1,0,0,陕西省
245,0,222,4,22,-4,20200304,1,0,0,陕西省
245,0,224,2,20,-2,20200305,1,0,0,陕西省
245,0,226,2,18,-2,20200306,1,0,0,陕西省
245,0,226,0,18,0,20200307,1,0,0,陕西省
245,0,227,1,17,-1,20200308,1,0,0,陕西省
245,0,227,0,17,0,20200309,1,0,0,陕西省
245,0,227,0,17,0,20200310,1,0,0,陕西省
245,0,232,5,11,-6,20200311,2,0,0,陕西省
245,0,232,0,11,0,20200312,2,0,0,陕西省
245,0,232,0,11,0,20200313,2,0,0,陕西省
245,0,232,0,11,0,20200314,2,0,0,陕西省
245,0,232,0,11,0,20200315,2,0,0,陕西省
246,1,233,1,10,-1,20200316,3,0,0,陕西省
246,0,236,3,7,-3,20200317,3,0,0,陕西省
246,0,237,1,6,-1,20200318,3,0,0,陕西省
247,1,237,0,7,1,20200319,3,0,0,陕西省
248,1,239,2,6,-1,20200320,3,0,0,陕西省
248,0,239,0,6,0,20200321,3,0,0,陕西省
248,0,239,0,6,0,20200322,3,0,0,陕西省
249,1,240,1,6,0,20200323,3,0,0,陕西省
250,1,240,0,7,1,20200324,3,1,1,陕西省
253,3,242,2,8,1,20200325,3,1,0,陕西省
253,0,242,0,8,0,20200326,3,1,0,陕西省
253,0,242,0,8,0,20200327,3,1,0,陕西省
253,0,242,0,8,0,20200328,3,1,0,陕西省
253,0,242,0,8,0,20200329,3,1,0,陕西省
253,0,242,0,8,0,20200330,3,1,0,陕西省
255,2,242,0,10,2,20200331,3,1,0,陕西省
255,0,242,0,10,0,20200401,3,1,0,陕西省
255,0,244,2,8,-2,20200402,3,0,-1,陕西省
256,1,245,1,8,0,20200403,3,0,0,陕西省
256,0,245,0,8,0,20200404,3,1,1,陕西省
256,0,246,1,7,-1,20200405,3,1,0,陕西省
256,0,246,0,7,0,20200406,3,1,0,陕西省
256,0,246,0,7,0,20200407,3,0,-1,陕西省
256,0,246,0,7,0,20200408,3,0,0,陕西省
256,0,246,0,7,0,20200409,3,1,1,陕西省
256,0,248,2,5,-2,20200410,3,1,0,陕西省
256,0,248,0,5,0,20200411,3,1,0,陕西省
256,0,248,0,5,0,20200412,3,1,0,陕西省
256,0,248,0,5,0,20200413,3,1,0,陕西省
256,0,251,3,2,-3,20200414,3,1,0,陕西省
256,0,251,0,2,0,20200415,3,1,0,陕西省
256,0,252,1,1,-1,20200416,3,1,0,陕西省
256,0,252,0,1,0,20200417,3,1,0,陕西省
256,0,252,0,1,0,20200418,3,1,0,陕西省
256,0,252,0,1,0,20200419,3,1,0,陕西省
256,0,253,1,0,-1,20200420,3,1,0,陕西省
277,21,253,0,21,21,20200421,3,1,0,陕西省
279,2,253,0,23,2,20200422,3,1,0,陕西省
279,0,253,0,23,0,20200423,3,1,0,陕西省
286,7,253,0,30,7,20200424,3,1,0,陕西省
286,0,253,0,30,0,20200425,3,1,0,陕西省
286,0,253,0,30,0,20200426,3,1,0,陕西省
286,0,253,0,30,0,20200427,3,1,0,陕西省
306,20,253,0,50,20,20200428,3,1,0,陕西省
306,0,253,0,50,0,20200429,3,1,0,陕西省
306,0,254,1,49,-1,20200430,3,1,0,陕西省
306,0,254,0,49,0,20200501,3,1,0,陕西省
306,0,260,6,43,-6,20200502,3,1,0,陕西省
306,0,263,3,40,-3,20200503,3,1,0,陕西省
306,0,263,0,40,0,20200504,3,1,0,陕西省
308,2,264,1,41,1,20200505,3,1,0,陕西省
308,0,266,2,39,-2,20200506,3,1,0,陕西省
308,0,268,2,37,-2,20200507,3,1,0,陕西省
308,0,292,24,13,-24,20200508,3,1,0,陕西省
308,0,293,1,12,-1,20200509,3,1,0,陕西省
308,0,294,1,11,-1,20200510,3,1,0,陕西省
308,0,296,2,9,-2,20200511,3,1,0,陕西省
308,0,297,1,8,-1,20200512,3,1,0,陕西省
308,0,297,0,8,0,20200513,3,1,0,陕西省
308,0,300,3,5,-3,20200514,3,1,0,陕西省
308,0,301,1,4,-1,20200515,3,1,0,陕西省
308,0,301,0,4,0,20200516,3,1,0,陕西省
308,0,301,0,4,0,20200517,3,1,0,陕西省
308,0,303,2,2,-2,20200518,3,1,0,陕西省
308,0,303,0,2,0,20200519,3,1,0,陕西省
308,0,303,0,2,0,20200520,3,1,0,陕西省
308,0,303,0,2,0,20200521,3,1,0,陕西省
308,0,304,1,1,-1,20200522,3,1,0,陕西省
308,0,305,1,0,-1,20200523,3,1,0,陕西省
308,0,305,0,0,0,20200524,3,1,0,陕西省
308,0,305,0,0,0,20200525,3,1,0,陕西省
308,0,305,0,0,0,20200526,3,1,0,陕西省
308,0,305,0,0,0,20200527,3,1,0,陕西省
308,0,305,0,0,0,20200528,3,1,0,陕西省
308,0,305,0,0,0,20200529,3,1,0,陕西省
308,0,305,0,0,0,20200530,3,1,0,陕西省
308,0,305,0,0,0,20200531,3,1,0,陕西省
309,1,305,0,1,1,20200601,3,1,0,陕西省
309,0,305,0,1,0,20200602,3,1,0,陕西省
309,0,305,0,1,0,20200603,3,1,0,陕西省
309,0,305,0,1,0,20200604,3,1,0,陕西省
309,0,305,0,1,0,20200605,3,1,0,陕西省
311,2,305,0,3,2,20200606,3,1,0,陕西省
311,0,305,0,3,0,20200607,3,1,0,陕西省
311,0,305,0,3,0,20200608,3,1,0,陕西省
311,0,305,0,3,0,20200609,3,1,0,陕西省
311,0,306,1,2,-1,20200610,3,1,0,陕西省
311,0,306,0,2,0,20200611,3,1,0,陕西省
311,0,306,0,2,0,20200612,3,1,0,陕西省
311,0,306,0,2,0,20200613,3,1,0,陕西省
313,2,306,0,4,2,20200614,3,1,0,陕西省
313,0,306,0,4,0,20200615,3,1,0,陕西省
313,0,306,0,4,0,20200616,3,1,0,陕西省
314,1,306,0,5,1,20200617,3,1,0,陕西省
314,0,306,0,5,0,20200618,3,1,0,陕西省
314,0,306,0,5,0,20200619,3,1,0,陕西省
314,0,306,0,5,0,20200620,3,1,0,陕西省
317,3,306,0,8,3,20200621,3,1,0,陕西省
317,0,307,1,7,-1,20200622,3,1,0,陕西省
318,1,307,0,8,1,20200623,3,1,0,陕西省
319,1,307,0,9,1,20200624,3,1,0,陕西省
319,0,307,0,9,0,20200625,3,1,0,陕西省
319,0,307,0,9,0,20200626,3,1,0,陕西省
320,1,307,0,10,1,20200627,3,1,0,陕西省
320,0,307,0,10,0,20200628,3,1,0,陕西省
320,0,308,1,9,-1,20200629,3,1,0,陕西省
320,0,308,0,9,0,20200630,3,1,0,陕西省
320,0,310,2,7,-2,20200701,3,1,0,陕西省
320,0,310,0,7,0,20200702,3,1,0,陕西省
320,0,310,0,7,0,20200703,3,1,0,陕西省
320,0,311,1,6,-1,20200704,3,1,0,陕西省
321,1,313,2,5,-1,20200705,3,1,0,陕西省
321,0,313,0,5,0,20200706,3,1,0,陕西省
321,0,313,0,5,0,20200707,3,1,0,陕西省
321,0,314,1,4,-1,20200708,3,1,0,陕西省
321,0,314,0,4,0,20200709,3,1,0,陕西省
321,0,314,0,4,0,20200710,3,1,0,陕西省
321,0,314,0,4,0,20200711,3,1,0,陕西省
321,0,314,0,4,0,20200712,3,1,0,陕西省
321,0,314,0,4,0,20200713,3,1,0,陕西省
321,0,315,1,3,-1,20200714,3,1,0,陕西省
321,0,315,0,3,0,20200715,3,1,0,陕西省
322,1,315,0,4,1,20200716,3,1,0,陕西省
322,0,315,0,4,0,20200717,3,1,0,陕西省
322,0,315,0,4,0,20200718,3,1,0,陕西省
322,0,316,1,3,-1,20200719,3,1,0,陕西省
322,0,316,0,3,0,20200720,3,1,0,陕西省
323,1,317,1,3,0,20200722,3,1,0,陕西省
323,0,317,0,3,0,20200724,3,1,0,陕西省
323,0,317,0,3,0,20200725,3,1,0,陕西省
323,0,318,1,2,-1,20200726,3,1,0,陕西省
323,0,318,0,2,0,20200727,3,1,0,陕西省
323,0,318,0,2,0,20200728,3,1,0,陕西省
324,1,318,0,3,1,20200729,3,1,0,陕西省
324,0,318,0,3,0,20200730,3,1,0,陕西省
324,0,318,0,3,0,20200731,3,1,0,陕西省
326,2,318,0,5,2,20200801,3,1,0,陕西省
326,0,318,0,5,0,20200802,3,1,0,陕西省
326,0,318,0,5,0,20200803,3,1,0,陕西省
327,1,318,0,6,1,20200804,3,1,0,陕西省
328,1,318,0,7,1,20200806,3,1,0,陕西省
328,0,318,0,7,0,20200807,3,1,0,陕西省
328,0,319,1,6,-1,20200808,3,1,0,陕西省
331,3,319,0,9,3,20200809,3,1,0,陕西省
340,9,322,3,15,6,20200810,3,1,0,陕西省
341,1,324,2,14,-1,20200812,3,1,0,陕西省
346,5,324,0,19,5,20200813,3,1,0,陕西省
348,2,324,0,21,2,20200814,3,1,0,陕西省
351,3,324,0,24,3,20200815,3,1,0,陕西省
354,3,324,0,27,3,20200816,3,1,0,陕西省
356,2,324,0,29,2,20200817,3,1,0,陕西省
358,2,335,11,20,-9,20200818,3,1,0,陕西省
358,0,339,4,16,-4,20200820,3,1,0,陕西省
360,2,339,0,18,2,20200821,3,1,0,陕西省
362,2,343,4,16,-2,20200822,3,1,0,陕西省
362,0,345,2,14,-2,20200823,3,1,0,陕西省
364,2,345,0,16,2,20200824,3,1,0,陕西省
364,0,349,4,12,-4,20200825,3,1,0,陕西省
364,0,353,4,8,-4,20200826,3,1,0,陕西省
364,0,353,0,8,0,20200827,3,1,0,陕西省
364,0,353,0,8,0,20200828,3,1,0,陕西省
364,0,353,0,8,0,20200829,3,1,0,陕西省
365,1,355,2,7,-1,20200830,3,1,0,陕西省
365,0,355,0,7,0,20200831,3,1,0,陕西省
365,0,360,5,2,-5,20200901,3,1,0,陕西省
371,6,360,0,8,6,20200902,3,1,0,陕西省
373,2,360,0,10,2,20200903,3,1,0,陕西省
374,1,360,0,11,1,20200904,3,1,0,陕西省
377,3,360,0,14,3,20200905,3,1,0,陕西省
377,0,360,0,14,0,20200906,3,1,0,陕西省
378,1,361,1,14,0,20200907,3,1,0,陕西省
378,0,364,3,11,-3,20200909,3,1,0,陕西省
379,1,364,0,12,1,20200910,3,1,0,陕西省
380,1,365,1,12,0,20200911,3,1,0,陕西省
381,1,369,4,9,-3,20200913,3,1,0,陕西省
381,0,370,1,8,-1,20200914,3,1,0,陕西省
382,1,370,0,9,1,20200915,3,1,0,陕西省
399,17,372,2,24,15,20200919,3,1,0,陕西省
401,2,372,0,26,2,20200920,3,1,0,陕西省
401,0,372,0,26,0,20200921,3,1,0,陕西省
401,0,372,0,26,0,20200922,3,1,0,陕西省
402,1,374,2,25,-1,20200923,3,1,0,陕西省
402,0,374,0,25,0,20200924,3,1,0,陕西省
403,1,374,0,26,1,20200925,3,1,0,陕西省
403,0,374,0,26,0,20200926,3,1,0,陕西省
403,0,374,0,26,0,20200927,3,1,0,陕西省
406,3,378,4,25,-1,20200928,3,1,0,陕西省
408,2,378,0,27,2,20200929,3,1,0,陕西省
410,2,382,4,25,-2,20201001,3,1,0,陕西省
411,1,384,2,24,-1,20201002,3,1,0,陕西省
413,2,386,2,24,0,20201003,3,1,0,陕西省
413,0,388,2,22,-2,20201004,3,1,0,陕西省
414,1,389,1,22,0,20201005,3,1,0,陕西省
414,0,389,0,22,0,20201006,3,1,0,陕西省
415,1,396,7,16,-6,20201007,3,1,0,陕西省
425,10,396,0,26,10,20201008,3,1,0,陕西省
428,3,396,0,29,3,20201009,3,1,0,陕西省
428,0,397,1,28,-1,20201010,3,1,0,陕西省
428,0,397,0,28,0,20201011,3,1,0,陕西省
428,0,399,2,26,-2,20201012,3,1,0,陕西省
431,3,399,0,29,3,20201013,3,1,0,陕西省
433,2,402,3,28,-1,20201014,3,1,0,陕西省
433,0,402,0,28,0,20201015,3,1,0,陕西省
434,1,402,0,29,1,20201016,3,1,0,陕西省
436,2,402,0,31,2,20201017,3,1,0,陕西省
438,2,406,4,29,-2,20201018,3,1,0,陕西省
438,0,409,3,26,-3,20201019,3,1,0,陕西省
438,0,412,3,23,-3,20201020,3,1,0,陕西省
438,0,414,2,21,-2,20201021,3,1,0,陕西省
438,0,414,0,21,0,20201022,3,1,0,陕西省
444,6,414,0,27,6,20201023,3,1,0,陕西省
445,1,414,0,28,1,20201024,3,1,0,陕西省
444,-1,417,3,24,-4,20201025,3,1,0,陕西省
447,3,421,4,23,-1,20201026,3,1,0,陕西省
453,6,421,0,29,6,20201027,3,1,0,陕西省
454,1,421,0,30,1,20201028,3,1,0,陕西省
454,0,423,2,28,-2,20201030,3,1,0,陕西省
455,1,423,0,29,1,20201031,3,1,0,陕西省
455,0,426,3,26,-3,20201101,3,1,0,陕西省
455,0,426,0,26,0,20201102,3,1,0,陕西省
456,1,427,1,26,0,20201103,3,1,0,陕西省
459,3,427,0,29,3,20201104,3,1,0,陕西省
459,0,428,1,28,-1,20201105,3,1,0,陕西省
463,4,428,0,32,4,20201106,3,1,0,陕西省
478,15,432,4,43,11,20201108,3,1,0,陕西省
479,1,434,2,42,-1,20201109,3,1,0,陕西省
480,1,434,0,43,1,20201110,3,1,0,陕西省
482,2,434,0,45,2,20201111,3,1,0,陕西省
483,1,434,0,46,1,20201112,3,1,0,陕西省
486,3,438,4,45,-1,20201114,3,1,0,陕西省
487,1,439,1,45,0,20201115,3,1,0,陕西省
487,0,443,4,41,-4,20201117,3,1,0,陕西省
487,0,443,0,41,0,20201118,3,1,0,陕西省
490,3,443,0,44,3,20201119,3,1,0,陕西省
490,0,444,1,43,-1,20201120,3,1,0,陕西省
492,2,446,2,43,0,20201121,3,1,0,陕西省
493,1,447,1,43,0,20201122,3,1,0,陕西省
495,2,449,2,43,0,20201123,3,1,0,陕西省
496,1,449,0,44,1,20201124,3,1,0,陕西省
1,1,0,0,1,1,20200119,0,0,0,广东省
17,16,0,0,17,16,20200120,0,0,0,广东省
26,9,0,0,26,9,20200121,0,0,0,广东省
32,6,0,0,32,6,20200122,0,0,0,广东省
53,21,0,0,53,21,20200123,0,0,0,广东省
78,25,2,2,76,23,20200124,0,0,0,广东省
111,33,2,0,109,33,20200125,0,0,0,广东省
146,35,2,0,144,35,20200126,0,0,0,广东省
188,42,4,2,184,40,20200127,0,0,0,广东省
241,53,5,1,236,52,20200128,0,0,0,广东省
311,70,6,1,305,69,20200129,0,0,0,广东省
393,82,7,1,386,81,20200130,0,0,0,广东省
520,127,8,1,512,126,20200131,0,0,0,广东省
604,84,12,4,592,80,20200201,0,0,0,广东省
683,79,14,2,669,77,20200202,0,0,0,广东省
797,114,20,6,777,108,20200203,0,0,0,广东省
870,73,32,12,838,61,20200204,0,0,0,广东省
944,74,49,17,895,57,20200205,0,0,0,广东省
1018,74,68,19,949,54,20200206,1,0,0,广东省
1075,57,97,29,977,28,20200207,1,0,0,广东省
1120,45,125,28,994,17,20200208,1,0,0,广东省
1151,31,143,18,1007,13,20200209,1,0,0,广东省
1177,26,181,38,995,-12,20200210,1,0,0,广东省
